Table 1 -: Water Quality of River Beas (2020),,,,,,,,,,,,,,,,,,,,
Station code,Name of the Monitoring Location,State Name,Temperature (0 C),,Dissolved Oxygen (mg/ L),,pH,,Conductivity (µmho/ cm),,"Bio-chemical Oxygen Demand
(mg/ L)",,Nitrate (mg/ L),,Fecal Coliform (MPN/ 100 mL),,Total Coliform (MPN/ 100 mL),,Fecal Streptococci (MPN/ 100mL),
4164,"BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",PUNJAB,17.9,31.3,6.4,8.3,7.6,8.1,213,321,1,1.4,0.5,0.9,78,210,210,490,-,-
1011,BEAS AT G.T. ROAD UNDER BDG. NEAR KAPURTHALA,PUNJAB,10,36,6.8,8.5,7.8,8.1,205,300,1,1.5,0.5,0.8,63,360,140,610,-,-
1012,BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,11,33,7.1,8.8,7.6,8.1,197,270,1,1.3,BDL,0.7,78,210,220,490,-,-
1696,"BEAS U/S GOINDWAL, PUNJAB",PUNJAB,10,32,0.3,8.9,7.8,8.1,190,268,1,1.3,BDL,0.7,68,200,150,450,-,-
1697,"BEAS AT HARIKE, PUNJAB",PUNJAB,14,34,7.3,9.1,7.7,8.2,192,280,1,1.2,BDL,0.8,70,210,170,480,-,-
3866,"MANALSU NALLAH BEFORE CONFLUENCE TO RIVER
BEAS",HIMACHAL PRADESH,3,11,8.8,11.2,7,8.5,29,430,BDL,1,BDL,0.73,12,46,46,210,2,2
3867,"SARVARI NALLAH BEFORE CONFLUENCE TO RIVER
BEAS",HIMACHAL PRADESH,5,18,8.7,10.7,7,7.8,119,187,BDL,BDL,0.35,0.58,-,-,0.35,0.58,23,63
3868,"BARAGRAM NALLAH BEFORE CONFLUENCE TO RIVER
BEAS",HIMACHAL PRADESH,3,11,8.9,11.2,6.9,8.1,39,110,BDL,BDL,0.37,0.66,-,-,0.37,0.66,21,58
Table 2- : Water Quality of river Sutlej (2020),,,,,,,,,,,,,,,,,,,,
Station code,Name of the Monitoring Location,State Name,Temperature (0 C),,Dissolved Oxygen (mg/ L),,pH,,Conductivity (µmho/ cm),,"Bio-chemical Oxygen Demand
(mg/ L)",,Nitrate (mg/ L),,Fecal Coliform (MPN/ 100 mL),,Total Coliform (MPN/ 100 mL),,Fecal Streptococci (MPN/ 100mL),
"Primary Water Quality Criteria (PWQC) notified by
MoEF & CC under E (P) Rules, 1986",,,,,> 5.0 mg/ L,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,"< 2500 MPN
/ 100 mL",,,,"< 500 MPN
/ 100 mL",
,,,MIN,MAX,MIN,MAX,MIN,MAX,MIN,MAX,MIN,MAX,MIN,MAX,MIN,MAX,MIN,MAX,MIN,MAX
1867,"SUTLEJ RIVER B/C WITH RIVER SPITI AT KHAB, DISTT. KINNAUR",HIMACHAL PRADESH,6,9,9,9.5,7.2,8.4,962,4420,BDL,BDL,BDL,0.5,20,94,140,540,-,-
2611,SUTLEJ AT KHAB,HIMACHAL PRADESH,6,9,9,9.6,7.2,8.4,355,3351,BDL,BDL,BDL,0.72,17,120,140,540,-,-
3872,SUTLEJ RIVER D/S TIDONG HEP,HIMACHAL PRADESH,7,11,7.8,9.4,7.6,8.4,228,3843,BDL,1,BDL,0.96,7,84,210,540,2,2
4448,RIVER SUTLEJ U/S CONFLUENCES OF RIVER TIDONG,HIMACHAL PRADESH,7,11,8.1,9.4,7.4,8.5,348,4317,BDL,1,BDL,0.61,7,39,170,430,2,2
4449,RIVER SUTLEJ D/S CONFLUENCES OF RIVER TIDONG,HIMACHAL PRADESH,7,11,8,9.3,7.7,8.5,338,4235,BDL,1,BDL,0.55,11,54,170,540,2,2
4452,RIVER SUTLEJ U/S CONFLUENCES OF RIVER BASPA,HIMACHAL PRADESH,7,12,8.5,9.6,7.5,8.7,170,4165,BDL,1,BDL,0.47,9,79,170,920,2,2
3871,SUTLEJ RIVER D/S POWER HOUSE KASHANG HEP,HIMACHAL PRADESH,7,12,8.2,9,7.5,8.4,359,4304,BDL,1,BDL,0.56,7,47,130,540,2,2
3870,RIVER SUTLEJ AT KARCHAM DRAIN,HIMACHAL PRADESH,8,12,8,9,7.8,8.6,124,4180,BDL,1,BDL,0.58,5,70,49,920,2,2
1389,SUTLEJ AT NEPTHA ZAKHAI,HIMACHAL PRADESH,8,12,8,9,7.3,8.3,161,3698,BDL,1.4,BDL,0.69,14,110,140,920,2,2
3869,"SUTLEJ RIVER D/S TRT OF RAMPUR HYDEL ELECTRIC
PROJECT",HIMACHAL PRADESH,8,15,8.2,8.7,7.3,8.4,145,3828,BDL,1.1,0.26,1.06,11,700,180,920,2,14
1086,SUTLEJ AT U/S RAMPUR,HIMACHAL PRADESH,8,14,8.4,9.1,7.4,8.4,152,2923,BDL,1.1,BDL,0.56,22,150,140,920,2,2
1087,SUTLEJ AT D/S RAMPUR,HIMACHAL PRADESH,8.9,14,5,9.2,7.1,8.4,147,3759,BDL,1.6,BDL,0.92,2,170,39,1600,2,4
1013,SUTLEJ AT U/S TATAPANI,HIMACHAL PRADESH,9,15,8,8.9,7.4,8.4,158,3745,BDL,1,BDL,0.56,11,79,280,920,2,9
4446,RIVER SUTLEJ U/S IANDFILL SITE RAMPUR,HIMACHAL PRADESH,8,14,8.4,9.2,7.3,8.5,148,3721,BDL,1.6,BDL,0.91,13,45,130,920,2,6
4447,RIVER STLUJ D/S LANDFILL SITE RAMPUR,HIMACHAL PRADESH,8,14,8.3,9,7.5,8.4,141,3763,BDL,6,BDL,1.03,4,110,13,1600,2,9
1014,SUTLEJ AT U/S SLAPPER,HIMACHAL PRADESH,14,23,8.3,9.6,7.4,8.4,85,221,BDL,1,BDL,0.51,22,84,94,280,2,2
1015,SUTLEJ AT D/S SLAPPER,HIMACHAL PRADESH,14,24,7.9,9.2,7.5,8.2,90,200,BDL,1,BDL,4.68,23,110,94,350,2,2
1016,SUTLEJ AT D/S BHAKHRA,HIMACHAL PRADESH,15,23.4,7.7,9.8,7.1,8.2,137,310,BDL,1,BDL,1.21,2,4,21,84,2,2
